Employee ID,Employee Name,Age,Gender,Marital Status,Having Degree,Job Role,Department,Work From,Work To,Tenure,Salary,Bonus,Claims,Worked Project,No of Leaves,Distance,No of Parents,No of Children,No of Complaints,Reason to Leave,Churn
2280,1939,28,1,1,1,19,3,1733,781,0,19,752,1709,0,15,2235,1,0,6,5,1
2281,280,27,0,1,0,13,6,1550,1972,8,7,1174,2319,8,14,565,1,0,3,7,1
2282,327,15,0,0,0,0,0,1589,1048,40,0,0,2067,2,1,1905,1,1,1,2,1
2283,146,2,0,0,0,0,0,2433,2169,33,0,0,285,6,6,733,3,5,1,0,0
2285,385,0,0,1,1,17,6,2156,1528,22,12,687,891,12,12,1566,1,0,5,5,1
2286,278,25,0,1,0,11,3,1919,1631,41,2,440,215,3,19,862,1,0,4,7,1
2287,95,23,1,1,0,20,6,542,1783,25,5,558,788,0,17,57,2,0,2,0,0
2288,2413,15,1,0,1,24,6,532,474,6,15,189,1573,8,14,243,0,3,2,5,1
2289,1102,14,0,1,0,0,0,322,515,10,0,0,216,12,13,510,2,0,4,7,1
2290,454,0,0,0,0,6,3,1330,430,0,2,557,946,2,4,596,2,4,8,5,1
2291,1414,2,0,1,0,15,1,2305,1753,11,8,1030,1482,6,9,1232,2,0,4,5,1
2292,1556,3,0,1,0,15,1,1651,1472,2,8,1140,1747,5,9,157,0,0,0,0,0
2293,2251,21,1,0,1,0,0,998,1741,16,0,0,1850,3,11,1882,3,3,2,0,0
2294,2411,22,1,0,0,11,3,1496,1347,3,2,547,1073,0,18,1400,4,4,2,5,1
2296,1857,11,0,1,0,0,0,194,205,3,0,0,806,0,20,363,1,0,4,7,1
2297,1647,11,0,1,0,3,6,2408,2149,33,6,610,1089,9,7,513,1,0,4,7,1
2298,856,16,1,1,1,1,1,176,521,13,20,986,1853,3,3,207,1,0,1,0,0
2299,2109,19,1,0,0,0,0,274,107,40,0,0,538,8,20,605,1,1,3,0,0
2300,1684,15,0,1,0,3,6,99,13,33,6,567,1802,12,4,1852,0,0,2,0,0
2301,201,24,0,1,1,22,3,1219,557,38,10,670,1554,7,0,2677,2,0,5,7,1
2302,2059,29,1,1,0,15,1,666,376,2,8,1012,1270,7,13,1197,2,0,3,0,0
2303,974,12,0,1,0,9,3,135,154,2,4,481,199,7,6,123,0,0,5,7,1
2304,88,7,0,1,0,0,0,252,1919,30,0,0,909,4,10,1577,0,0,3,7,1
2305,2125,20,1,1,0,0,0,131,1138,25,0,0,702,5,7,23,1,0,2,0,0
2308,1236,9,0,1,0,9,3,2030,1393,33,4,455,2043,8,6,1356,0,0,5,7,1
2309,395,2,0,1,0,6,3,1132,987,5,2,913,384,6,18,214,2,0,5,5,1
2310,2468,1,0,0,0,6,3,2320,1675,0,2,742,3,9,18,279,3,2,3,0,0
2311,784,14,1,1,0,9,3,463,1815,26,4,523,2135,0,15,1527,2,0,3,0,0
2312,1379,29,0,1,1,8,3,2382,2091,22,14,1118,989,4,8,1899,2,0,5,7,1
2313,1260,7,0,1,0,20,6,851,272,38,5,736,800,6,17,1674,2,0,3,7,1
2314,1295,3,1,1,1,22,3,384,650,12,10,279,666,0,13,2468,0,0,3,0,0
2315,298,28,0,1,0,0,0,246,1195,24,0,0,98,2,1,340,0,0,5,7,1
2316,2391,19,1,1,0,9,3,1902,1094,11,4,595,1106,4,11,1866,2,0,0,0,0
2317,1587,26,1,1,0,6,3,1413,1294,4,2,735,1346,6,16,2186,0,0,2,0,0
2319,1413,18,0,1,0,20,6,575,708,9,5,631,455,6,18,413,2,0,4,7,1
2320,1262,5,1,0,0,13,6,705,694,7,7,1175,420,12,14,2105,3,2,4,4,1
2321,60,6,1,0,1,24,6,697,948,12,15,460,1765,10,15,215,2,2,0,0,0
2322,865,30,0,1,0,13,6,1435,1630,7,7,960,346,6,4,555,0,0,5,7,1
2323,1147,2,0,1,1,1,1,60,938,23,20,1297,659,11,15,62,0,0,4,5,1
2324,643,8,0,0,0,3,6,1193,1210,7,6,590,421,7,14,985,4,0,1,2,1
2325,1126,0,1,1,0,20,6,159,2207,35,5,844,1675,7,6,1405,2,0,7,5,1
2326,462,5,0,0,0,21,6,1671,785,11,2,295,923,12,4,322,1,2,1,6,1
2327,1626,12,0,1,1,7,3,1511,1182,1,9,594,1060,1,14,1806,0,0,3,7,1
2328,1483,26,1,0,1,10,3,343,881,16,16,387,1617,5,2,766,3,1,2,0,0
2330,1881,2,1,1,0,20,6,1042,2130,18,5,743,1794,5,19,1416,1,0,8,5,1
2331,810,28,1,1,0,13,6,693,378,1,7,827,674,5,9,1649,1,0,0,0,0
2332,1493,3,1,1,0,11,3,458,57,11,2,613,172,4,20,30,2,0,1,3,1
2333,2407,24,0,1,0,9,3,189,524,13,4,532,319,3,7,176,0,0,4,7,1
2334,1896,29,1,1,1,18,4,155,601,16,17,279,186,4,20,2530,0,0,0,0,0
2335,1341,11,0,1,0,6,3,155,40,39,2,538,872,8,3,1703,0,0,3,7,1
2336,1226,3,0,1,0,13,6,1516,2360,12,7,1044,2035,4,2,2429,1,0,6,5,1
2337,1279,5,0,1,1,19,3,1011,324,22,19,98,748,5,20,568,0,0,5,7,1
2338,217,12,0,0,1,2,1,795,2255,25,11,504,2068,7,8,1803,1,1,2,2,1
2339,2302,3,1,1,0,0,0,740,204,33,0,0,13,10,6,1384,2,0,4,1,1
2341,1179,13,0,1,1,5,2,922,818,6,10,283,460,11,1,1997,1,0,3,7,1
2342,2207,2,0,1,0,3,6,1581,1100,41,6,813,751,4,16,2618,2,0,1,0,0
2343,2083,17,0,1,0,20,6,1447,1883,9,5,560,1031,11,6,335,2,0,4,7,1
2344,1879,22,0,0,0,13,6,984,723,3,7,973,386,3,2,1526,4,1,3,2,1
2345,32,30,1,0,0,21,6,955,673,3,2,596,464,3,6,1049,4,1,2,0,0
2346,2535,20,0,1,0,20,6,515,167,39,5,626,34,6,6,544,1,0,3,7,1
2347,175,15,1,1,1,19,3,30,25,39,19,142,419,3,5,2345,0,0,1,0,0
2348,423,0,0,0,1,0,0,945,247,11,0,0,858,0,3,1606,2,5,2,0,0
2349,1219,21,1,1,0,12,1,2279,2194,39,3,280,927,0,3,514,1,0,5,5,1
2350,1410,0,0,1,0,11,3,1182,1423,9,2,471,1016,2,5,1364,1,0,2,5,1
2352,2549,2,0,1,0,20,6,2412,2368,39,5,626,1572,0,3,143,0,0,3,5,1
2353,1615,19,0,1,0,9,3,85,59,41,4,558,1858,2,7,2420,1,0,3,7,1
2354,2448,28,1,0,0,11,3,1892,1012,0,2,422,1351,12,0,723,4,0,3,5,1
2355,11,24,1,0,0,20,6,960,2025,19,5,673,2095,5,12,992,2,2,3,0,0
2356,325,22,1,1,0,11,3,2287,1996,38,2,433,2226,1,0,1100,1,0,3,0,0
2357,1845,12,0,1,0,6,3,1380,1929,10,2,793,269,9,12,491,0,0,4,7,1
2358,1738,22,0,0,1,2,1,73,1122,26,11,721,506,12,7,359,0,0,4,7,1
2359,1133,13,1,0,0,3,6,935,599,2,6,606,211,6,1,29,3,3,7,4,1
2360,2188,3,1,1,0,21,6,2111,1263,0,2,402,920,11,20,982,2,0,0,8,1
2361,1958,30,1,1,1,14,5,1277,639,39,18,222,547,9,2,2507,1,0,2,0,0
2363,1197,17,0,1,0,12,1,1561,1271,1,3,502,4,5,18,1657,2,0,4,7,1
2364,206,16,0,1,0,20,6,2072,2370,2,5,506,431,11,9,727,1,0,4,7,1
2365,2305,16,0,1,1,22,3,2305,2077,33,10,612,919,4,10,2170,1,0,5,7,1
2366,195,24,0,1,1,1,1,1086,1098,7,20,1321,47,9,7,1041,1,0,4,7,1
2367,887,15,0,1,1,24,6,2186,1777,33,15,607,576,12,1,52,0,0,3,7,1
2368,2254,0,0,1,0,12,1,1266,1159,5,3,589,957,8,2,147,0,0,0,0,0
2369,2359,4,0,0,0,13,6,367,270,2,7,645,1769,8,9,573,0,0,4,7,1
2370,1222,11,0,0,0,12,1,334,2148,31,3,596,1314,9,8,9,2,0,1,2,1
2371,2154,14,1,1,0,11,3,1052,1266,9,2,530,2286,5,13,709,2,0,1,3,1
2372,453,15,0,1,0,0,0,1864,1485,41,0,0,1239,10,16,1387,0,0,5,7,1
2374,1019,16,0,1,0,21,6,1655,1301,42,2,525,1305,11,11,900,1,0,4,7,1
2375,1345,3,1,1,0,11,3,2179,1712,38,2,350,2008,0,16,1912,2,0,2,3,1
2376,523,0,0,1,0,13,6,865,805,7,7,1129,1214,10,19,1687,2,0,2,0,0
2377,600,8,0,1,1,5,2,1658,2088,6,10,1235,417,1,7,339,1,0,4,7,1
2378,591,20,0,1,0,6,3,819,246,33,2,769,2044,9,8,1506,1,0,5,7,1
2379,2010,4,1,1,1,22,3,302,34,22,10,1025,313,11,2,1978,2,0,1,0,0
2380,1572,6,0,1,0,3,6,1454,530,0,6,514,201,9,0,767,0,0,3,7,1
2381,2322,14,0,1,0,6,3,1944,1706,40,2,824,90,11,1,956,1,0,3,7,1
2382,340,15,0,1,1,10,3,614,581,7,16,966,228,10,9,1183,2,0,4,7,1
2383,660,2,1,0,0,11,3,1161,623,40,2,463,2052,9,8,96,2,4,1,4,1
2385,28,6,1,0,0,21,6,215,496,12,2,367,656,6,8,19,1,5,5,4,1
2386,355,9,1,1,1,8,3,1092,1241,9,14,31,1323,8,7,383,2,0,3,5,1
2387,2330,1,0,0,0,12,1,2402,1878,11,3,563,1916,7,4,2612,3,3,1,0,0
2388,1140,20,1,1,1,10,3,986,1414,13,16,1303,969,5,16,156,1,0,3,5,1
2389,12,26,1,1,0,0,0,902,228,11,0,0,305,12,4,2078,1,0,2,0,0
2390,1134,26,0,1,1,24,6,1842,1529,41,15,196,2165,12,7,357,1,0,3,7,1
2391,1362,28,1,1,0,6,3,1963,1490,39,2,751,698,6,9,2675,1,0,1,0,0
2392,2357,18,1,1,1,8,3,85,30,39,14,1042,738,4,11,58,1,0,1,5,1
2393,1060,7,0,1,0,12,1,236,342,7,3,330,33,5,16,923,1,0,2,0,0
2394,542,8,1,1,0,15,1,9,1366,29,8,1164,2127,6,15,1310,0,0,1,5,1
2396,1623,15,0,0,1,14,5,1983,1114,0,18,603,1005,6,15,1389,2,2,3,2,1
2397,1581,7,0,1,1,0,0,1201,1926,14,0,0,400,6,8,2093,2,0,4,7,1
2398,664,4,1,1,0,9,3,1456,696,33,4,528,1472,8,20,1839,2,0,4,5,1
2399,783,2,0,1,0,0,0,195,476,12,0,0,1313,10,0,1317,2,0,6,5,1
2400,1375,30,1,1,1,16,1,2019,1281,11,13,1169,1000,12,4,2083,0,0,0,0,0
2401,2363,20,1,1,0,6,3,2393,1755,0,2,848,1570,9,11,675,0,0,5,5,1
2402,2026,0,0,1,1,23,4,219,1045,20,21,218,1424,6,2,551,2,0,1,0,0
2403,892,6,0,1,0,21,6,804,2076,23,2,676,795,11,2,1533,2,0,6,5,1
2404,1047,11,0,1,0,12,1,460,679,12,3,350,409,8,17,1754,2,0,4,7,1
2405,438,28,0,1,0,13,6,725,140,11,7,671,1872,7,11,1707,1,0,4,7,1
2407,788,2,1,1,0,12,1,125,1201,26,3,429,367,6,9,1455,1,0,1,3,1
2408,2469,7,0,0,0,20,6,1025,821,4,5,598,570,1,7,1928,4,3,1,2,1
2409,1960,5,0,1,1,24,6,1572,2132,9,15,1088,1799,12,3,556,1,0,5,7,1
2410,122,24,1,1,0,12,1,738,545,4,3,421,1548,10,10,1255,2,0,4,5,1
2411,520,7,0,0,0,21,6,330,2221,31,2,420,1273,7,16,140,0,3,2,2,1
2412,1309,27,1,0,0,6,3,1036,1030,7,2,700,385,5,2,1185,0,2,7,5,1
2413,1644,12,1,1,1,23,4,519,586,8,21,22,2023,0,19,1095,1,0,8,5,1
2414,1911,4,0,1,0,15,1,1740,886,11,8,1075,588,0,11,587,2,0,3,7,1
2415,2029,23,0,1,0,20,6,852,791,7,5,634,2188,2,20,2241,2,0,3,7,1
2416,95,8,0,0,1,19,3,1276,788,42,19,1191,758,5,1,1486,3,1,2,2,1
2419,2284,17,0,1,0,21,6,2239,1459,0,2,580,1162,8,5,1597,0,0,3,7,1
2420,52,23,0,0,0,0,0,2283,2203,39,0,0,944,0,3,1734,0,4,3,2,1
2421,1142,0,0,1,0,21,6,2313,1711,11,2,572,994,8,11,2316,1,0,3,5,1
2422,945,25,0,1,0,9,3,909,1129,12,4,610,2191,0,7,2621,1,0,5,7,1
2423,953,18,1,1,0,6,3,1621,1912,6,2,453,293,10,7,698,1,0,3,0,0
2424,1574,8,0,1,1,5,2,584,284,42,10,102,222,12,11,1743,2,0,4,7,1
2425,2216,11,0,1,0,13,6,1881,1986,2,7,716,1922,0,13,505,1,0,4,7,1
2426,713,0,0,0,0,6,3,1074,1868,16,2,780,595,1,8,2550,2,3,6,5,1
2427,1929,29,0,1,0,6,3,2225,1505,11,2,526,543,7,7,1994,1,0,5,7,1
2428,293,30,0,1,1,1,1,1467,815,39,20,1185,167,6,8,315,1,0,4,5,1
2430,310,8,1,1,1,10,3,964,1430,14,16,159,910,6,2,316,0,0,1,5,1
2431,2559,11,1,0,1,5,2,2473,1968,11,10,274,2315,10,20,199,1,3,2,0,0
2432,889,24,0,1,0,11,3,2116,1562,33,2,357,459,7,16,561,0,0,4,7,1
2433,1871,14,1,0,1,1,1,2150,1344,0,20,140,2257,9,13,1061,0,2,8,5,1
2434,1377,8,1,0,0,11,3,251,419,8,2,547,2016,9,0,835,0,1,3,5,1
2435,583,21,0,0,0,0,0,1997,1226,22,0,0,204,2,6,1713,1,5,1,2,1
2436,108,10,0,1,0,21,6,2021,1283,22,2,455,245,2,19,1816,0,0,4,7,1
2437,2553,4,1,1,0,0,0,247,2118,32,0,0,1777,7,12,819,1,0,1,1,1
2438,1677,29,1,0,1,5,2,1732,900,11,10,1292,1006,0,2,2673,2,4,8,5,1
2439,1343,26,0,0,0,11,3,2081,1341,11,2,295,2263,6,9,2679,1,1,1,2,1
2441,2159,21,0,0,0,20,6,380,395,6,5,793,1065,0,2,1439,0,0,5,7,1
2442,2215,30,0,1,0,9,3,918,1913,19,4,595,2261,11,20,1697,0,0,4,7,1
2443,738,8,1,1,0,6,3,1265,797,42,2,750,282,0,10,2559,2,0,2,3,1
2444,291,13,0,1,0,11,3,426,65,22,2,538,1357,2,9,1931,1,0,5,7,1
2445,586,21,1,1,1,14,5,1237,574,38,18,53,1421,6,11,46,2,0,3,0,0
2446,2042,17,1,1,0,15,1,1854,2298,5,8,977,673,4,11,1261,2,0,2,0,0
2447,2226,28,0,1,0,11,3,771,1013,12,2,433,330,7,5,777,1,0,4,7,1
2448,805,22,0,1,0,12,1,391,691,13,3,343,634,4,20,2035,1,0,4,7,1
2449,2494,2,1,1,0,20,6,2268,1705,11,5,881,2109,12,12,1716,0,0,5,5,1
2450,1599,17,0,1,0,15,1,2215,2212,40,8,1094,117,4,15,880,0,0,5,7,1
2452,2050,1,0,1,1,22,3,1080,879,4,10,957,1584,9,8,1574,0,0,2,0,0
2453,1281,2,1,1,0,21,6,352,253,2,2,427,639,4,5,785,2,0,0,3,1
2454,300,26,1,0,0,13,6,845,1936,20,7,776,914,4,15,388,2,2,3,0,0
2455,1781,19,1,0,0,12,1,1136,705,42,3,573,2057,11,13,2178,0,1,7,5,1
2456,802,17,1,1,0,3,6,357,807,15,6,549,1439,8,6,1814,1,0,0,0,0
2457,1829,6,1,1,0,3,6,1808,846,0,6,679,1881,4,6,826,0,0,1,0,0
2458,19,30,0,1,1,2,1,1517,1018,41,11,407,982,3,15,1265,0,0,4,7,1
2459,366,21,0,1,1,22,3,1911,1142,22,10,193,1614,12,1,2295,0,0,3,7,1
2460,2294,21,1,1,1,14,5,1647,842,33,18,1034,163,7,18,1413,2,0,6,5,1
2461,795,2,0,1,0,9,3,1406,2113,12,4,500,393,6,16,541,1,0,3,0,0
2463,357,26,0,1,1,24,6,1539,1576,4,15,191,1599,10,1,379,1,0,4,7,1
2464,2185,23,0,0,1,0,0,611,128,22,0,0,2269,12,16,2185,2,1,3,2,1
2465,458,9,0,0,0,0,0,1151,603,40,0,0,2083,8,20,155,0,1,5,6,1
2466,1264,14,1,0,1,1,1,78,1373,29,20,1319,202,11,0,912,1,5,7,5,1
2467,1098,3,0,1,1,18,4,1071,1718,15,17,1304,525,9,3,1283,0,0,0,0,0
2468,1994,14,0,1,0,0,0,591,266,41,0,0,1951,4,2,913,2,0,7,5,1
2469,2131,16,1,1,0,21,6,300,484,9,2,569,940,4,9,2489,1,0,1,5,1
2470,1367,3,0,1,0,11,3,1597,1060,40,2,547,2143,5,20,2701,2,0,3,5,1
2471,1476,9,0,1,0,6,3,406,1314,23,2,879,1415,7,5,1219,0,0,0,0,0
2472,1481,1,1,1,0,11,3,1020,717,3,2,427,86,0,15,680,0,0,1,3,1
2474,2341,24,1,1,0,6,3,1352,1004,1,2,715,158,3,13,1494,1,0,3,0,0
2475,1369,14,0,1,1,16,1,2391,1998,22,13,473,2209,10,6,567,2,0,4,7,1
2476,1024,18,1,0,0,11,3,832,1040,10,2,455,1484,5,12,1911,1,5,3,0,0
2477,767,3,0,1,1,17,6,1766,1755,3,12,872,1158,10,16,1312,0,0,0,0,0
2478,792,2,0,1,0,0,0,163,16,22,0,0,10,6,1,1434,0,0,0,0,0
2479,992,18,0,1,0,13,6,899,537,1,7,995,819,7,14,2010,0,0,5,7,1
2480,1640,6,1,0,0,0,0,1709,2323,7,0,0,633,12,12,998,2,1,7,5,1
2481,601,29,1,0,1,8,3,41,1080,26,14,17,248,3,12,1070,1,2,4,5,1
2482,1079,9,0,1,0,20,6,576,95,11,5,746,1422,7,10,1121,1,0,3,7,1
2483,1155,7,1,1,0,15,1,1445,834,40,8,1097,158,6,14,2398,1,0,1,5,1
2485,2378,6,0,1,1,18,4,1978,1552,39,17,1215,2307,11,17,2196,0,0,4,7,1
2486,207,14,0,1,1,10,3,1115,949,4,16,961,296,0,11,2302,1,0,5,7,1
2487,1375,16,0,0,0,15,1,1914,1115,11,8,907,31,12,16,1330,1,4,2,2,1
2488,1383,17,0,1,0,20,6,839,1930,20,5,576,1454,3,9,300,0,0,5,5,1
2489,1370,18,1,0,0,13,6,901,695,4,7,700,1170,1,18,1807,3,2,3,0,0
2490,1467,30,0,1,1,8,3,1100,1699,13,14,1213,756,2,13,429,2,0,5,7,1
2491,951,13,1,1,1,23,4,46,281,9,21,1285,1085,11,17,436,0,0,3,5,1
2492,2300,29,0,1,0,9,3,2028,1751,40,4,523,1124,1,2,1477,2,0,3,7,1
2493,755,6,0,1,0,21,6,1935,1983,2,2,383,408,1,2,588,0,0,5,7,1
2494,1371,5,0,1,0,3,6,1261,806,42,6,868,2333,11,13,801,2,0,3,7,1
2496,2377,26,0,0,0,13,6,1450,819,39,7,1160,1734,12,20,85,1,3,3,2,1
2497,2063,30,1,1,1,18,4,511,407,4,17,831,523,10,18,405,0,0,7,5,1
2498,2404,28,0,1,0,13,6,751,816,8,7,881,2189,1,8,1318,1,0,3,7,1
2499,624,26,1,0,1,10,3,991,2190,19,16,1308,846,6,4,454,3,3,0,0,0
2500,119,30,1,0,0,6,3,1826,1406,40,2,632,930,6,17,883,2,5,1,0,0
2501,1539,20,1,1,1,22,3,1170,1838,14,10,895,894,0,0,1641,1,0,2,0,0
2502,111,18,0,1,0,21,6,901,1031,9,2,538,562,10,8,1735,0,0,4,7,1
2503,530,9,1,1,1,22,3,831,1872,20,10,928,1230,8,19,1677,0,0,3,0,0
2504,716,26,0,1,0,12,1,1372,776,40,3,352,696,6,15,1950,0,0,3,7,1
2505,2250,14,0,0,0,6,3,209,74,40,2,823,624,10,12,1840,4,4,2,2,1
2507,672,4,0,1,1,23,4,2185,1409,0,21,232,883,0,10,84,2,0,3,7,1
2508,1739,5,1,1,0,13,6,1062,1805,15,7,861,1445,7,20,1368,1,0,8,5,1
2509,235,14,0,1,0,9,3,1594,758,22,4,500,1878,4,10,1487,0,0,5,7,1
2510,1953,23,0,1,0,0,0,441,692,12,0,0,32,3,1,442,2,0,5,7,1
2511,233,4,1,1,0,15,1,422,775,14,8,890,1222,11,13,65,1,0,2,0,0
2512,2199,26,1,1,0,12,1,919,596,3,3,328,2166,9,17,213,1,0,3,0,0
2513,129,10,0,1,0,21,6,2250,1850,33,2,710,1676,7,13,2250,2,0,4,7,1
2514,228,21,0,1,0,0,0,24,1093,26,0,0,2283,7,4,1107,1,0,5,7,1
2515,164,28,1,1,0,3,6,480,255,1,6,523,1958,5,15,1426,0,0,1,0,0
2516,2557,4,1,1,0,15,1,1268,745,41,8,816,630,6,6,1750,0,0,6,5,1
2518,931,20,1,0,1,24,6,44,1503,31,15,105,463,1,15,2329,4,1,3,0,0
2519,2564,14,0,0,1,18,4,265,217,2,17,292,1370,7,10,250,2,5,2,2,1
2520,2066,0,1,0,1,7,3,829,1771,19,9,400,1352,5,4,453,1,0,5,5,1
2521,939,21,1,0,1,10,3,120,1272,26,16,649,441,6,5,522,0,0,4,5,1
2522,2504,15,0,1,1,4,1,2143,2291,42,1,241,287,8,19,2206,2,0,5,7,1
2523,2436,25,0,0,1,24,6,714,385,1,15,450,729,9,19,2527,4,1,3,2,1
2524,1607,26,0,1,0,20,6,861,998,10,5,597,354,7,5,362,2,0,4,7,1
2525,940,8,0,1,1,24,6,2435,1856,11,15,1177,1992,4,4,2708,0,0,5,7,1
2526,2489,12,0,0,1,2,1,203,766,18,11,864,315,1,6,1202,1,3,3,2,1
2527,1401,18,0,0,0,9,3,272,617,14,4,562,66,9,8,1229,0,2,2,2,1
2530,1920,8,0,1,1,14,5,2498,1924,0,18,358,1659,4,19,1785,0,0,5,7,1
2531,857,26,0,1,1,22,3,448,1769,26,10,1283,162,9,14,467,1,0,5,7,1
2532,7,12,0,1,1,16,1,2390,1858,11,13,741,1235,0,5,660,2,0,4,7,1
2533,167,15,0,1,0,21,6,2061,1558,38,2,313,855,5,15,694,1,0,5,7,1
2534,2505,15,0,1,0,15,1,2151,2252,42,8,905,2216,5,15,2122,2,0,4,7,1
2535,2158,24,0,1,0,12,1,2342,1693,0,3,287,257,9,17,745,1,0,5,7,1
2536,1105,0,1,0,0,12,1,2451,1900,0,3,355,1831,8,0,2473,2,4,5,5,1
2537,115,26,0,0,0,21,6,780,2250,25,2,300,240,4,12,2320,3,0,3,2,1
2538,806,10,0,1,0,6,3,2122,1702,38,2,841,934,6,20,2141,2,0,1,0,0
2539,1380,3,1,1,0,15,1,1284,660,40,8,823,755,6,15,630,1,0,7,5,1
2541,84,18,0,1,0,3,6,585,1494,21,6,481,1948,10,12,2224,1,0,5,7,1
2542,1070,27,0,0,0,15,1,1221,1277,6,8,1132,1474,8,9,1536,4,0,2,2,1
2543,2262,25,0,1,0,12,1,1049,1898,16,3,427,1635,10,20,1409,2,0,3,7,1
2544,2091,1,0,1,0,15,1,1636,1386,2,8,992,2040,9,15,2480,1,0,5,5,1
2545,247,3,0,1,1,18,4,1112,1191,7,17,239,1426,3,10,2008,0,0,2,0,0
2546,1932,8,0,0,1,18,4,1744,1513,1,17,1204,1398,0,7,1194,0,4,2,2,1
2547,1850,2,0,0,0,12,1,1486,808,38,3,463,1153,0,13,1860,1,0,3,0,0
2548,1842,4,0,1,1,1,1,1718,1672,2,20,1277,8,7,8,1604,1,0,4,7,1
2549,2479,6,0,1,1,8,3,314,1133,21,14,178,2174,1,15,1819,2,0,5,7,1
2550,1378,18,0,1,1,19,3,10,1675,32,19,1138,1728,6,5,1768,0,0,5,7,1
2552,1552,27,0,1,1,23,4,2067,1167,0,21,227,202,5,12,2499,2,0,5,7,1
2553,1766,1,0,0,0,20,6,516,1622,24,5,820,1727,3,7,2637,2,3,8,5,1
2554,1009,26,1,1,1,2,1,1705,1000,38,11,688,1052,1,7,616,2,0,5,5,1
2555,1252,2,1,1,1,5,2,1998,1771,41,10,1311,1768,12,13,2707,0,0,1,0,0
2556,1057,19,0,1,1,14,5,774,257,38,18,125,62,5,10,2212,1,0,3,7,1
2557,846,26,0,1,0,13,6,2442,2378,38,7,768,1508,0,2,2533,1,0,3,7,1
2558,1259,30,1,0,0,15,1,1264,1640,10,8,984,1829,5,3,2005,4,3,4,5,1
2559,319,25,1,0,0,21,6,156,1681,30,2,455,1819,12,0,1147,4,0,8,5,1
2560,2025,12,1,0,0,13,6,751,2121,24,7,662,2339,8,7,1075,1,0,1,5,1
2561,2153,6,0,0,0,0,0,749,677,6,0,0,466,3,7,756,0,5,2,2,1
2563,2001,22,1,1,0,12,1,2500,2342,33,3,415,1125,8,7,658,0,0,1,0,0
2564,2152,21,0,1,0,11,3,2372,2380,39,2,466,12,0,3,2452,2,0,1,0,0
2565,1125,14,1,1,0,15,1,1026,279,11,8,922,261,10,7,656,0,0,4,5,1
2566,639,27,0,1,1,0,0,1216,856,1,0,0,954,9,17,1616,0,0,3,7,1
2567,1124,13,0,0,0,15,1,2470,2041,11,8,981,56,2,11,579,0,0,4,7,1
2568,118,12,0,1,0,15,1,2226,1426,0,8,1030,1105,3,18,1058,1,0,4,7,1
2569,2037,7,0,0,0,3,6,837,464,1,6,828,309,9,14,1916,4,5,1,2,1
2570,920,15,0,1,0,21,6,2418,2363,38,2,584,2071,1,18,312,0,0,2,0,0
2571,898,3,0,1,0,11,3,2013,1589,39,2,273,1949,4,14,1779,0,0,2,0,0
2572,2123,5,0,0,1,23,4,1274,1439,8,21,1279,459,1,19,965,0,0,4,7,1
2574,2493,6,1,0,0,13,6,1898,1223,33,7,823,1265,7,10,1959,0,1,0,0,0
2575,2388,1,0,1,0,3,6,940,643,2,6,539,863,7,8,78,1,0,0,0,0
2576,171,15,1,0,0,21,6,1412,1462,5,2,646,924,12,6,1177,0,3,5,5,1
2577,760,17,1,0,0,12,1,938,594,2,3,464,484,0,10,547,0,4,3,0,0
2578,899,24,0,1,0,13,6,1623,755,11,7,1167,1555,3,16,1120,1,0,4,7,1
2579,351,3,1,1,0,12,1,1179,1535,10,3,307,189,4,0,1447,1,0,1,3,1
2580,126,4,0,1,0,12,1,2362,1922,22,3,388,1188,12,14,246,2,0,3,7,1
2581,1362,11,0,1,0,12,1,2144,1853,39,3,549,1873,6,15,2188,1,0,3,7,1
2582,1529,13,1,1,1,1,1,2140,2151,41,20,122,1347,2,19,2280,2,0,5,5,1
2583,801,30,1,1,1,5,2,2183,2000,39,10,139,411,5,6,780,0,0,0,0,0
2585,1292,6,0,0,0,13,6,913,979,9,7,707,1646,12,13,2231,0,5,3,2,1
2586,790,27,0,0,1,7,3,2046,1859,41,9,230,191,2,16,179,0,0,3,7,1
2587,1553,23,0,1,0,6,3,291,2351,32,2,483,821,11,4,1704,1,0,3,7,1
2588,850,10,1,1,1,0,0,1422,831,39,0,0,1640,9,11,2603,2,0,3,1,1
2589,1078,25,0,1,0,15,1,1986,1297,33,8,1150,520,1,7,585,0,0,5,7,1
2590,1727,17,1,0,1,23,4,244,18,11,21,115,649,9,12,1638,3,1,2,0,0
2591,766,10,0,0,1,19,3,311,1335,24,19,13,14,10,10,1341,2,2,1,2,1
2592,73,0,0,1,1,23,4,1201,533,38,21,220,511,10,0,2622,2,0,0,0,0
2593,1503,25,0,1,1,2,1,2108,2064,41,11,790,457,12,13,784,2,0,4,7,1
2594,988,6,1,0,1,10,3,167,519,13,16,1082,69,3,7,1385,1,2,3,5,1
2596,2040,30,1,1,1,5,2,2038,1249,11,10,48,1515,4,11,994,1,0,0,0,0
2597,632,16,1,1,0,3,6,2025,1262,11,6,651,129,10,13,601,2,0,3,0,0
2598,35,6,0,0,0,21,6,2508,2065,0,2,463,1859,5,12,2521,2,3,2,2,1
2599,1154,28,0,1,1,19,3,624,620,8,19,1210,1543,11,6,2504,1,0,4,7,1
2600,343,26,0,1,0,3,6,1697,1304,42,6,926,979,5,19,190,1,0,5,7,1
