id,Job_Title,jobCategory,Age,Gender,Status,Employee_Type,Educational_Level,experiance,Prefer_Shift,crossFunctionlTeamAreas,Training,Salary,Work_Hours,amountOfAutometedWorkEstimate,amountOfManualWorkEstimate,Leave_Per_Month
20142,iron,C,38,Female,Single,Helper,Bsc,16,Evening,Marketing,On the Job,18355.0,20,65,32,8
20169,mechanics,C,58,Male,Single,Full time,Bsc,4,Evening,Material Purchacing,Formal pre entrence Training,9919.0,3,93,56,11
20208,Screen Printer,C,25,Female,Married,Full time,Bsc,5,Evening,Marketing,Formal pre entrence Training,26003.0,12,55,42,11
20214,Screen Printer,C,48,Male,Single,Contractor,Bsc,30,Morning,Material Purchacing,Non Formal pre entrence Training,18139.0,4,51,3,13
20221,Machin oparator,C,51,Female,Married,Helper,Junior College,20,Night,Design,Non Formal pre entrence Training,21404.0,17,52,92,11
20236,Border,C,35,Male,Single,Contractor,Junior College,0,Afternoon,Sales,Other,29561.0,10,16,41,8
20250,Machin oparator,C,31,Male,Single,Part Time,Master's Degree,21,Evening,QA,Non Formal pre entrence Training,17067.0,15,72,88,24
20255,Screen Printer,C,20,Female,Married,Part Time,Diploma,40,Evening,Manufacturing,Non Formal pre entrence Training,18235.0,7,50,86,18
20286,Packing,C,40,Female,Single,Part Time,Master's Degree,22,Evening,QA,Other,31357.0,7,52,84,26
20287,Screen Printer,C,26,Male,Married,Other,Junior College,32,Morning,Design,Mentoring,33185.0,19,95,84,23
20290,Packing,C,24,Male,Married,Other,Bsc,7,Morning,Manufacturing,On the Job,7819.0,19,11,45,0
20299,Cutter,C,59,Female,Single,Other,Diploma,9,Other,Engineering,On the Job,19628.0,18,22,45,13
20321,Machin oparator,C,51,Male,Married,Contractor,Master's Degree,34,Evening,Engineering,Formal pre entrence Training,8655.0,21,48,10,11
20326,Packing,C,40,Male,Married,Contractor,Junior College,38,Morning,Engineering,On the Job,34945.0,3,15,62,17
20336,Border,C,56,Male,Single,Part Time,Diploma,22,Morning,Sales,Formal pre entrence Training,31311.0,3,84,99,14
20362,Screen Printer,C,31,Male,Married,Other,Master's Degree,28,Evening,Manufacturing,Mentoring,16298.0,11,36,45,15
20367,Cutter,C,22,Female,Married,Helper,Junior College,21,Afternoon,Engineering,Formal pre entrence Training,19579.0,17,69,54,15
20403,Border,C,22,Male,Married,Contractor,Junior College,9,Morning,Manufacturing,Mentoring,13534.0,4,55,32,5
20408,iron,C,59,Male,Married,Full time,Diploma,42,Evening,Design,Formal pre entrence Training,22552.0,18,75,96,4
20416,Cutter,C,41,Male,Single,Full time,Diploma,29,Morning,QA,Non Formal pre entrence Training,8351.0,18,34,57,13
20435,mechanics,C,51,Male,Single,Full time,Master's Degree,5,Morning,Manufacturing,Formal pre entrence Training,31395.0,4,47,55,7
20450,Border,C,16,Female,Married,Part Time,Other,23,Night,QA,Non Formal pre entrence Training,19947.0,7,56,47,20
20457,Cutter,C,45,Male,Married,Full time,Junior College,7,Evening,Design,Non Formal pre entrence Training,30118.0,24,22,1,24
20483,iron,C,58,Female,Married,Helper,Other,10,Night,Marketing,On the Job,23110.0,3,14,43,0
20502,iron,C,48,Male,Single,Full time,Other,5,Evening,Sales,Other,30239.0,21,87,75,26
20516,mechanics,C,49,Female,Married,Helper,Bsc,40,Night,Sales,Formal pre entrence Training,28119.0,14,85,87,27
20519,Border,C,44,Female,Single,Contractor,Other,35,Morning,Design,Mentoring,20274.0,22,74,40,20
20530,mechanics,C,39,Female,Married,Part Time,Diploma,3,Afternoon,Design,Non Formal pre entrence Training,11995.0,1,86,99,9
20533,Packing,C,44,Male,Married,Other,Diploma,19,Afternoon,Manufacturing,On the Job,23852.0,11,59,99,6
20541,Packing,C,26,Male,Single,Helper,Junior College,13,Evening,Material Purchacing,On the Job,31988.0,7,47,71,11
20548,Screen Printer,C,33,Male,Married,Full time,Junior College,41,Night,Manufacturing,Formal pre entrence Training,15545.0,7,22,34,23
20551,Machin oparator,C,16,Female,Single,Other,Other,6,Evening,Manufacturing,Formal pre entrence Training,13105.0,9,80,22,1
20560,mechanics,C,16,Female,Married,Part Time,Other,16,Evening,Design,Non Formal pre entrence Training,33218.0,18,69,61,8
20572,Border,C,34,Male,Married,Part Time,Diploma,36,Evening,Material Purchacing,Other,7728.0,2,3,5,24
20580,Machin oparator,C,56,Female,Single,Other,Diploma,34,Morning,Material Purchacing,Formal pre entrence Training,30634.0,13,83,35,5
20612,mechanics,C,23,Female,Married,Contractor,Bsc,39,Afternoon,Sales,On the Job,25061.0,12,24,44,25
20628,mechanics,C,29,Male,Married,Contractor,Junior College,33,Morning,Sales,Formal pre entrence Training,9409.0,1,74,52,10
20641,Machin oparator,C,52,Female,Single,Contractor,Junior College,43,Night,Engineering,Non Formal pre entrence Training,22106.0,16,38,2,3
20702,Border,C,19,Female,Married,Part Time,Other,4,Afternoon,Marketing,Mentoring,25850.0,2,44,35,16
20732,Packing,C,42,Female,Married,Helper,Master's Degree,12,Morning,QA,Formal pre entrence Training,21181.0,18,62,75,7
20757,iron,C,31,Male,Married,Other,Bsc,18,Evening,Marketing,Other,16663.0,8,37,62,5
20761,Machin oparator,C,17,Female,Single,Full time,Diploma,10,Afternoon,QA,Non Formal pre entrence Training,28179.0,16,89,54,1
20764,Screen Printer,C,55,Male,Married,Contractor,Master's Degree,17,Evening,Manufacturing,Other,30098.0,14,15,17,10
20779,Machin oparator,C,29,Female,Married,Full time,Master's Degree,22,Other,Engineering,Non Formal pre entrence Training,20027.0,5,53,51,19
20802,iron,C,35,Male,Single,Full time,Diploma,19,Afternoon,Design,Non Formal pre entrence Training,14272.0,8,41,3,12
20816,Cutter,C,23,Male,Single,Full time,Other,29,Night,Manufacturing,Other,9692.0,8,78,45,12
20832,iron,C,36,Female,Single,Helper,Master's Degree,16,Other,Engineering,Formal pre entrence Training,31457.0,14,66,76,23
20858,Border,C,17,Female,Married,Contractor,Other,10,Other,Design,Mentoring,7959.0,17,83,50,17
20866,mechanics,C,42,Male,Single,Other,Master's Degree,23,Night,Sales,Mentoring,12726.0,7,91,91,5
20871,Packing,C,52,Female,Single,Full time,Other,23,Other,Sales,Other,24275.0,8,58,17,22
20873,Machin oparator,C,37,Female,Married,Full time,Other,34,Other,Sales,Formal pre entrence Training,8847.0,14,78,29,22
20884,mechanics,C,23,Male,Married,Full time,Bsc,27,Morning,Material Purchacing,Other,9920.0,11,64,47,8
20916,Cutter,C,50,Female,Married,Contractor,Other,33,Evening,Marketing,Mentoring,13221.0,6,4,77,25
20924,iron,C,52,Male,Married,Full time,Junior College,28,Other,QA,Formal pre entrence Training,17853.0,12,63,72,26
20936,Screen Printer,C,41,Male,Single,Helper,Diploma,5,Afternoon,Material Purchacing,Other,17492.0,12,22,74,2
20944,Cutter,C,28,Female,Single,Part Time,Other,14,Evening,Material Purchacing,Formal pre entrence Training,33596.0,6,82,85,5
20945,Cutter,C,38,Female,Single,Helper,Master's Degree,0,Other,Marketing,Other,31643.0,10,4,6,9
20951,Border,C,55,Female,Single,Contractor,Other,4,Other,Marketing,Non Formal pre entrence Training,8415.0,14,87,74,12
20970,Screen Printer,C,35,Female,Married,Full time,Diploma,15,Night,Engineering,Formal pre entrence Training,31152.0,15,86,8,16
20983,Cutter,C,58,Male,Married,Part Time,Other,37,Evening,Engineering,Mentoring,13112.0,14,38,57,9
20984,iron,C,41,Female,Married,Contractor,Diploma,32,Other,Design,Non Formal pre entrence Training,26667.0,22,22,59,25
20989,Machin oparator,C,45,Male,Single,Full time,Diploma,12,Morning,Engineering,Formal pre entrence Training,28455.0,17,75,27,17
20991,Machin oparator,C,20,Female,Single,Helper,Master's Degree,41,Afternoon,Manufacturing,Non Formal pre entrence Training,14583.0,13,60,21,17
20997,Screen Printer,C,47,Male,Married,Other,Master's Degree,5,Other,Sales,Non Formal pre entrence Training,13932.0,9,56,61,1
21001,mechanics,C,50,Female,Married,Full time,Master's Degree,43,Afternoon,Sales,Other,23493.0,4,35,17,17
21011,Cutter,C,20,Male,Married,Contractor,Bsc,22,Morning,Manufacturing,Mentoring,23375.0,24,18,83,3
21019,Packing,C,26,Male,Single,Contractor,Bsc,13,Morning,Design,Other,34494.0,18,50,73,27
21037,Packing,C,49,Female,Single,Helper,Master's Degree,38,Morning,QA,Non Formal pre entrence Training,14804.0,8,86,43,0
21041,Border,C,57,Female,Married,Part Time,Diploma,41,Afternoon,Engineering,Non Formal pre entrence Training,17010.0,23,56,29,29
21044,Cutter,C,25,Male,Single,Part Time,Master's Degree,4,Evening,Engineering,Formal pre entrence Training,34324.0,6,90,20,10
21048,iron,C,37,Male,Single,Contractor,Other,36,Other,Design,Non Formal pre entrence Training,10165.0,21,65,84,8
21083,Packing,C,45,Female,Single,Full time,Junior College,5,Other,Design,Mentoring,22820.0,22,1,17,14
21084,Screen Printer,C,29,Male,Married,Other,Diploma,37,Afternoon,Engineering,On the Job,7846.0,20,19,24,21
21090,mechanics,C,35,Male,Married,Other,Master's Degree,0,Evening,Manufacturing,Formal pre entrence Training,16307.0,24,91,89,3
21102,Screen Printer,C,37,Male,Single,Contractor,Junior College,38,Evening,Engineering,Mentoring,22411.0,5,97,75,23
21107,iron,C,45,Female,Married,Other,Bsc,27,Evening,Sales,Mentoring,32456.0,5,81,11,22
21136,Cutter,C,50,Female,Single,Part Time,Junior College,36,Afternoon,Design,On the Job,26514.0,3,86,27,7
21138,Border,C,27,Male,Married,Helper,Bsc,8,Morning,Marketing,Formal pre entrence Training,19006.0,3,7,60,20
21147,Screen Printer,C,57,Female,Single,Other,Master's Degree,30,Evening,Engineering,On the Job,19608.0,4,51,8,18
21194,Screen Printer,C,26,Male,Single,Helper,Diploma,25,Night,Engineering,Formal pre entrence Training,14104.0,4,62,23,10
21211,Border,C,36,Female,Single,Other,Diploma,29,Evening,Manufacturing,Non Formal pre entrence Training,23931.0,19,5,54,15
21221,Cutter,C,50,Male,Single,Full time,Junior College,10,Morning,Sales,Non Formal pre entrence Training,10047.0,17,14,28,5
21232,Packing,C,46,Female,Married,Full time,Bsc,16,Other,Marketing,Non Formal pre entrence Training,30162.0,9,86,26,26
21239,Border,C,38,Male,Single,Full time,Diploma,2,Afternoon,QA,Mentoring,24994.0,3,74,47,14
21246,Packing,C,44,Male,Married,Part Time,Diploma,6,Afternoon,Engineering,Formal pre entrence Training,19117.0,19,86,97,10
21269,Screen Printer,C,32,Male,Single,Other,Other,24,Evening,Engineering,Other,31673.0,19,80,93,4
21279,Screen Printer,C,18,Female,Single,Full time,Bsc,9,Morning,Design,Mentoring,20330.0,23,32,25,27
21287,Screen Printer,C,34,Female,Married,Part Time,Diploma,14,Night,Manufacturing,On the Job,28035.0,11,25,58,4
21290,Cutter,C,30,Female,Married,Helper,Junior College,26,Evening,Material Purchacing,Non Formal pre entrence Training,8292.0,21,98,90,21
21296,Machin oparator,C,52,Male,Married,Full time,Diploma,2,Morning,Sales,On the Job,34169.0,20,34,16,7
21302,Machin oparator,C,56,Male,Married,Part Time,Junior College,18,Evening,Marketing,Non Formal pre entrence Training,13841.0,5,63,36,12
21308,Packing,C,22,Female,Married,Part Time,Bsc,1,Evening,Marketing,Non Formal pre entrence Training,30927.0,3,100,89,1
21312,Machin oparator,C,24,Female,Single,Contractor,Master's Degree,35,Evening,Marketing,Mentoring,21427.0,19,16,60,25
21316,Cutter,C,39,Female,Single,Part Time,Junior College,30,Evening,Manufacturing,On the Job,17534.0,1,30,37,11
21356,mechanics,C,59,Female,Married,Part Time,Other,20,Afternoon,Sales,Non Formal pre entrence Training,9792.0,15,100,50,11
21369,Cutter,C,19,Male,Single,Part Time,Other,32,Other,Marketing,Non Formal pre entrence Training,28101.0,17,45,2,12
21383,Screen Printer,C,25,Male,Single,Full time,Bsc,1,Morning,Material Purchacing,Non Formal pre entrence Training,28048.0,12,73,79,4
21384,iron,C,49,Female,Married,Full time,Master's Degree,5,Afternoon,QA,Formal pre entrence Training,31167.0,18,99,96,22
21408,Packing,C,32,Female,Single,Part Time,Diploma,26,Evening,Design,On the Job,21259.0,11,1,55,23
21410,Packing,C,16,Female,Single,Part Time,Master's Degree,23,Night,Engineering,Mentoring,19352.0,20,30,37,21
21414,Screen Printer,C,57,Female,Married,Contractor,Junior College,41,Night,Manufacturing,Mentoring,31613.0,19,51,2,19
21441,Screen Printer,C,25,Female,Married,Full time,Bsc,4,Morning,Marketing,Mentoring,15617.0,2,34,99,26
21455,Machin oparator,C,39,Female,Married,Part Time,Diploma,17,Night,QA,Mentoring,11405.0,7,31,9,28
21462,Machin oparator,C,51,Male,Single,Other,Other,40,Evening,Material Purchacing,Formal pre entrence Training,11015.0,8,98,49,28
21466,Packing,C,22,Female,Single,Part Time,Master's Degree,21,Night,Design,On the Job,17659.0,3,88,8,0
21478,Packing,C,53,Female,Married,Contractor,Junior College,3,Night,QA,Other,8077.0,15,1,40,21
21479,Border,C,17,Female,Single,Part Time,Diploma,13,Morning,Material Purchacing,Other,15790.0,15,23,35,14
21507,mechanics,C,56,Male,Married,Contractor,Other,6,Morning,QA,Other,19520.0,2,68,78,22
21513,mechanics,C,22,Female,Married,Contractor,Other,20,Evening,Design,Mentoring,10126.0,1,84,15,9
21523,Cutter,C,51,Male,Married,Contractor,Other,9,Other,Manufacturing,Mentoring,14413.0,4,74,13,6
21527,Machin oparator,C,16,Male,Married,Contractor,Diploma,9,Night,Marketing,Formal pre entrence Training,10221.0,6,96,64,2
21555,iron,C,53,Female,Single,Contractor,Bsc,29,Afternoon,Sales,Non Formal pre entrence Training,28685.0,6,22,41,7
21581,Machin oparator,C,24,Male,Single,Part Time,Other,29,Evening,Engineering,Formal pre entrence Training,24017.0,9,75,85,17
21592,Machin oparator,C,52,Female,Married,Helper,Junior College,12,Morning,Manufacturing,On the Job,8672.0,18,91,42,6
21606,Cutter,C,51,Male,Married,Part Time,Other,38,Other,Marketing,Mentoring,17651.0,13,90,26,18
21649,Cutter,C,47,Male,Single,Contractor,Master's Degree,32,Evening,Manufacturing,Non Formal pre entrence Training,17094.0,6,5,94,9
21653,iron,C,51,Female,Married,Other,Other,30,Night,Manufacturing,On the Job,34983.0,24,64,20,21
21660,Machin oparator,C,56,Male,Married,Part Time,Other,19,Afternoon,QA,Non Formal pre entrence Training,24894.0,24,98,47,8
21679,mechanics,C,16,Female,Single,Other,Bsc,43,Morning,Design,Non Formal pre entrence Training,21527.0,14,61,73,11
21702,Screen Printer,C,18,Female,Single,Contractor,Master's Degree,16,Morning,Design,Mentoring,12189.0,4,53,33,1
21745,Cutter,C,30,Female,Single,Contractor,Master's Degree,26,Evening,Engineering,Other,9829.0,7,48,58,26
21775,mechanics,C,58,Male,Single,Full time,Diploma,28,Evening,Engineering,Other,28257.0,21,84,26,8
21779,Machin oparator,C,54,Male,Single,Contractor,Junior College,16,Night,Marketing,Other,32235.0,21,9,2,0
21785,Cutter,C,46,Female,Married,Helper,Junior College,10,Afternoon,Material Purchacing,Other,21875.0,14,29,33,11
21819,Machin oparator,C,48,Female,Married,Helper,Bsc,4,Evening,Engineering,On the Job,7598.0,18,57,74,10
21821,iron,C,57,Female,Single,Contractor,Other,38,Night,Material Purchacing,Mentoring,15249.0,9,46,78,11
21832,mechanics,C,33,Male,Married,Full time,Junior College,42,Morning,QA,Formal pre entrence Training,14950.0,7,86,94,3
21858,Border,C,48,Female,Married,Contractor,Master's Degree,23,Morning,Manufacturing,Formal pre entrence Training,28651.0,6,77,83,9
21867,Screen Printer,C,35,Female,Married,Full time,Other,14,Other,Material Purchacing,Other,11234.0,20,56,95,13
21888,iron,C,28,Male,Married,Helper,Diploma,28,Morning,Sales,Non Formal pre entrence Training,33848.0,8,11,35,12
21917,Border,C,37,Female,Single,Other,Other,14,Afternoon,Manufacturing,Other,17771.0,23,54,52,6
21945,Border,C,58,Male,Single,Full time,Other,41,Afternoon,Marketing,Formal pre entrence Training,30847.0,14,16,87,29
21949,Cutter,C,17,Male,Married,Part Time,Other,26,Afternoon,Sales,Mentoring,26697.0,22,53,40,18
21958,Machin oparator,C,49,Female,Married,Helper,Junior College,12,Morning,Design,On the Job,17779.0,20,60,22,25
21964,Screen Printer,C,49,Female,Single,Contractor,Other,33,Evening,Marketing,Formal pre entrence Training,25512.0,8,95,37,10
21969,iron,C,46,Female,Single,Part Time,Bsc,42,Afternoon,Sales,Mentoring,32246.0,20,46,96,2
22002,Screen Printer,C,56,Female,Single,Other,Bsc,38,Evening,Manufacturing,Mentoring,30098.0,1,33,50,1
22013,Screen Printer,C,36,Male,Married,Other,Junior College,13,Morning,Engineering,On the Job,29710.0,20,54,40,23
22020,Cutter,C,27,Female,Single,Contractor,Diploma,11,Morning,Sales,Formal pre entrence Training,21976.0,20,64,93,8
22036,Packing,C,45,Female,Married,Part Time,Master's Degree,28,Afternoon,Manufacturing,Formal pre entrence Training,11480.0,1,62,43,28
22045,mechanics,C,34,Male,Single,Other,Other,12,Evening,Manufacturing,Formal pre entrence Training,27788.0,3,17,16,7
22065,Packing,C,32,Male,Married,Helper,Master's Degree,26,Other,Engineering,On the Job,12389.0,12,8,81,17
22070,Machin oparator,C,45,Male,Single,Full time,Bsc,28,Evening,Design,Formal pre entrence Training,23790.0,22,36,59,4
22076,Screen Printer,C,20,Male,Single,Other,Other,29,Evening,Engineering,Formal pre entrence Training,29822.0,3,53,41,7
22097,Machin oparator,C,18,Male,Single,Helper,Master's Degree,35,Other,Engineering,Non Formal pre entrence Training,30019.0,23,89,24,8
22103,Machin oparator,C,40,Female,Married,Part Time,Master's Degree,40,Morning,Material Purchacing,On the Job,34565.0,3,88,2,3
22110,Screen Printer,C,25,Male,Single,Other,Junior College,7,Afternoon,QA,Other,15504.0,1,32,92,7
22119,Screen Printer,C,18,Female,Single,Other,Diploma,34,Evening,Material Purchacing,Non Formal pre entrence Training,28180.0,19,97,71,16
22123,Border,C,43,Female,Single,Other,Other,24,Other,Manufacturing,Non Formal pre entrence Training,27363.0,3,64,83,17
22127,Screen Printer,C,44,Male,Single,Helper,Other,40,Night,QA,Mentoring,9651.0,17,86,99,5
22129,Cutter,C,43,Male,Single,Full time,Diploma,15,Morning,Marketing,Other,27411.0,5,94,12,28
22136,Screen Printer,C,43,Female,Single,Contractor,Junior College,26,Evening,Engineering,On the Job,9260.0,12,19,85,20
22148,Packing,C,40,Female,Single,Contractor,Master's Degree,37,Morning,Engineering,On the Job,8364.0,8,95,63,22
22156,mechanics,C,24,Female,Single,Contractor,Other,21,Evening,QA,Mentoring,11723.0,5,47,20,7
22185,Border,C,24,Male,Single,Other,Diploma,3,Evening,Manufacturing,Mentoring,31982.0,11,93,99,20
22187,Machin oparator,C,26,Female,Married,Part Time,Bsc,33,Afternoon,Manufacturing,Non Formal pre entrence Training,16148.0,20,47,44,10
22199,Screen Printer,C,30,Female,Married,Helper,Diploma,38,Morning,Material Purchacing,Other,19965.0,13,74,84,8
22200,Screen Printer,C,38,Male,Single,Helper,Other,28,Night,QA,Formal pre entrence Training,23782.0,23,28,31,17
22202,Packing,C,59,Female,Single,Full time,Junior College,40,Morning,Design,On the Job,15895.0,12,2,62,14
22209,Screen Printer,C,32,Male,Single,Part Time,Bsc,3,Other,QA,On the Job,24388.0,2,5,19,22
22248,Border,C,27,Male,Single,Helper,Other,42,Other,Material Purchacing,Formal pre entrence Training,20944.0,16,56,71,6
22269,iron,C,46,Female,Married,Helper,Bsc,15,Other,Material Purchacing,On the Job,31832.0,24,26,31,28
22270,Packing,C,43,Female,Married,Helper,Diploma,28,Afternoon,Sales,Formal pre entrence Training,13157.0,19,13,38,11
22275,Machin oparator,C,29,Male,Single,Part Time,Other,30,Evening,Engineering,Mentoring,19220.0,12,72,47,11
22286,mechanics,C,45,Male,Married,Contractor,Master's Degree,40,Evening,Material Purchacing,On the Job,32722.0,1,75,65,10
22288,Border,C,59,Female,Single,Other,Diploma,18,Night,Manufacturing,On the Job,34090.0,2,22,59,9
22294,mechanics,C,57,Male,Married,Part Time,Junior College,7,Morning,Engineering,Non Formal pre entrence Training,29206.0,16,65,98,19
22314,Screen Printer,C,48,Female,Married,Helper,Master's Degree,22,Evening,Engineering,Formal pre entrence Training,23420.0,6,64,94,19
22334,Cutter,C,34,Male,Married,Helper,Bsc,35,Evening,Design,On the Job,33234.0,19,94,81,26
22354,mechanics,C,58,Male,Single,Full time,Bsc,31,Morning,Material Purchacing,Formal pre entrence Training,19736.0,13,92,7,19
22365,Packing,C,48,Male,Married,Part Time,Master's Degree,10,Night,Sales,On the Job,28345.0,16,87,43,3
22366,iron,C,46,Male,Married,Full time,Diploma,43,Afternoon,Marketing,Formal pre entrence Training,10802.0,10,99,87,14
22377,Packing,C,52,Female,Single,Other,Master's Degree,42,Afternoon,Material Purchacing,Non Formal pre entrence Training,24764.0,13,81,7,3
22378,Border,C,51,Male,Single,Other,Bsc,15,Night,Material Purchacing,Other,24916.0,19,34,1,17
22387,Screen Printer,C,22,Female,Married,Full time,Master's Degree,36,Night,Manufacturing,On the Job,13021.0,9,29,78,13
22397,Packing,C,57,Female,Single,Other,Other,4,Evening,Manufacturing,On the Job,31935.0,21,70,15,8
22411,Border,C,24,Female,Married,Helper,Master's Degree,24,Morning,Sales,Formal pre entrence Training,11473.0,9,90,54,6
22433,Packing,C,52,Female,Married,Contractor,Master's Degree,34,Morning,Sales,Formal pre entrence Training,33165.0,14,1,63,19
22456,Border,C,35,Female,Single,Helper,Master's Degree,29,Morning,Design,Mentoring,27175.0,18,21,54,10
22460,Border,C,57,Female,Married,Helper,Junior College,35,Evening,Manufacturing,Non Formal pre entrence Training,27482.0,6,45,21,25
22476,Packing,C,37,Male,Married,Other,Other,29,Evening,Sales,Other,32449.0,11,17,15,13
22480,Packing,C,50,Male,Single,Other,Master's Degree,10,Evening,Design,Other,30597.0,18,14,35,28
22484,Screen Printer,C,18,Female,Married,Full time,Diploma,34,Night,Design,Formal pre entrence Training,20535.0,23,81,58,9
22490,Border,C,27,Female,Single,Contractor,Master's Degree,3,Afternoon,Design,On the Job,34177.0,11,64,88,3
22494,Cutter,C,51,Male,Married,Part Time,Junior College,37,Other,Marketing,Non Formal pre entrence Training,30084.0,16,62,13,24
22501,Machin oparator,C,35,Female,Married,Full time,Bsc,14,Other,QA,Non Formal pre entrence Training,32262.0,15,40,89,29
22518,Screen Printer,C,20,Male,Married,Full time,Master's Degree,41,Afternoon,Material Purchacing,Non Formal pre entrence Training,9293.0,2,16,82,27
22520,Border,C,32,Female,Single,Other,Diploma,38,Evening,Design,Formal pre entrence Training,23341.0,24,67,52,9
22524,iron,C,33,Female,Single,Contractor,Other,22,Evening,Engineering,Other,11002.0,13,80,28,6
22543,Screen Printer,C,27,Male,Married,Contractor,Junior College,18,Morning,Material Purchacing,Formal pre entrence Training,33151.0,18,55,10,1
22544,Packing,C,58,Male,Single,Contractor,Junior College,13,Evening,Manufacturing,Other,21333.0,11,61,3,23
22564,Packing,C,37,Female,Married,Helper,Diploma,9,Evening,Engineering,On the Job,34981.0,6,23,39,27
22572,Packing,C,36,Female,Single,Other,Junior College,13,Morning,Design,Formal pre entrence Training,22474.0,5,15,58,27
22592,Border,C,52,Female,Married,Other,Master's Degree,38,Evening,Marketing,Formal pre entrence Training,14193.0,7,33,57,20
22631,mechanics,C,46,Female,Married,Full time,Diploma,26,Other,Engineering,Other,28051.0,2,8,13,25
22633,Border,C,37,Male,Married,Part Time,Master's Degree,7,Other,Design,Mentoring,32419.0,11,93,95,1
22671,iron,C,47,Female,Married,Helper,Junior College,15,Night,Design,On the Job,25877.0,11,100,29,19
22742,Screen Printer,C,30,Female,Married,Part Time,Master's Degree,38,Other,Material Purchacing,Other,19093.0,23,36,69,5
22768,Machin oparator,C,55,Female,Married,Full time,Junior College,10,Afternoon,Marketing,Formal pre entrence Training,14350.0,16,68,28,8
22771,Cutter,C,56,Male,Single,Helper,Other,17,Night,Engineering,On the Job,21430.0,3,23,80,1
22790,mechanics,C,57,Male,Single,Part Time,Other,5,Night,Manufacturing,Other,18445.0,7,4,92,6
22802,iron,C,46,Female,Single,Helper,Master's Degree,35,Evening,Marketing,Other,21379.0,6,28,22,23
22813,mechanics,C,44,Female,Married,Part Time,Diploma,20,Afternoon,Sales,Other,27051.0,11,42,66,24
22829,Screen Printer,C,29,Female,Married,Full time,Master's Degree,30,Other,QA,Formal pre entrence Training,17330.0,4,62,75,24
22833,mechanics,C,58,Female,Married,Full time,Bsc,31,Morning,Manufacturing,Non Formal pre entrence Training,22939.0,21,60,60,9
22848,iron,C,45,Female,Single,Helper,Diploma,25,Afternoon,Material Purchacing,Mentoring,21716.0,21,54,71,7
22859,mechanics,C,41,Male,Single,Helper,Other,30,Evening,QA,Non Formal pre entrence Training,28448.0,21,43,28,28
22870,mechanics,C,17,Male,Married,Full time,Bsc,6,Night,Material Purchacing,On the Job,13400.0,15,68,26,28
22872,Cutter,C,23,Female,Single,Contractor,Bsc,43,Morning,Manufacturing,Non Formal pre entrence Training,23759.0,6,29,34,23
22873,Border,C,49,Male,Married,Other,Master's Degree,4,Afternoon,Sales,Mentoring,15292.0,16,76,14,18
22888,iron,C,54,Male,Married,Helper,Diploma,11,Other,Manufacturing,Mentoring,10079.0,21,89,100,27
22922,Cutter,C,57,Male,Married,Other,Diploma,25,Other,Marketing,Mentoring,30547.0,5,11,93,15
22923,Machin oparator,C,27,Female,Married,Part Time,Other,41,Afternoon,Sales,Formal pre entrence Training,15393.0,3,38,36,28
22934,iron,C,46,Female,Married,Part Time,Bsc,8,Night,QA,On the Job,27816.0,21,28,82,7
22941,Cutter,C,45,Male,Single,Other,Master's Degree,12,Afternoon,Marketing,Non Formal pre entrence Training,18794.0,23,18,30,26
22978,Packing,C,30,Male,Single,Full time,Junior College,42,Afternoon,Manufacturing,Formal pre entrence Training,10389.0,6,46,19,19
22985,Screen Printer,C,26,Male,Single,Contractor,Junior College,12,Afternoon,QA,Mentoring,29758.0,13,74,13,10
22988,iron,C,37,Female,Single,Other,Master's Degree,9,Morning,Sales,Other,22434.0,22,11,49,28
22998,Machin oparator,C,23,Male,Single,Contractor,Diploma,34,Morning,Manufacturing,On the Job,14699.0,13,69,89,15
23022,Screen Printer,C,51,Male,Married,Contractor,Other,16,Afternoon,Marketing,Formal pre entrence Training,19816.0,20,32,48,25
23023,mechanics,C,52,Female,Single,Full time,Bsc,42,Morning,QA,Other,20731.0,1,55,65,28
23026,mechanics,C,47,Male,Single,Part Time,Junior College,6,Night,Material Purchacing,Formal pre entrence Training,32657.0,10,19,70,21
23034,Machin oparator,C,30,Male,Married,Full time,Master's Degree,15,Morning,Material Purchacing,Other,34528.0,12,7,7,24
23051,mechanics,C,25,Male,Married,Other,Master's Degree,1,Morning,Marketing,Formal pre entrence Training,30599.0,20,82,57,29
23056,Border,C,33,Female,Single,Contractor,Junior College,19,Evening,Manufacturing,Non Formal pre entrence Training,18625.0,12,69,39,6
23058,Machin oparator,C,58,Male,Single,Helper,Junior College,35,Night,Sales,Non Formal pre entrence Training,8642.0,17,85,54,25
23067,Cutter,C,31,Male,Married,Other,Other,35,Evening,Manufacturing,Formal pre entrence Training,12040.0,1,29,64,6
23078,Border,C,49,Male,Single,Contractor,Diploma,12,Evening,Marketing,Other,8530.0,19,12,70,17
23104,Machin oparator,C,27,Male,Married,Contractor,Other,33,Afternoon,Material Purchacing,Formal pre entrence Training,32040.0,12,69,83,28
23107,Cutter,C,31,Male,Married,Contractor,Diploma,21,Morning,Sales,On the Job,12946.0,16,76,42,4
23118,Cutter,C,39,Female,Married,Other,Junior College,42,Morning,QA,On the Job,27023.0,4,73,74,1
23134,Cutter,C,51,Female,Single,Contractor,Bsc,13,Afternoon,Manufacturing,Formal pre entrence Training,8355.0,16,62,32,29
